,ALL INDIA LIST OF DISTRICTS,,,
287 Madhya_Pradesh,Morena,Phase,2
288 Madhya_Pradesh,Narsinghpur,Phase,2
289 Madhya_Pradesh,Neemuch,Phase,2
290 Madhya_Pradesh,Panna,Phase,2
291 Madhya_Pradesh,Raisen,Phase,2
292 Madhya_Pradesh,Rajgarh,Phase,2
293 Madhya_Pradesh,Ratlam,Phase,2
294 Madhya_Pradesh,Rewa,Phase,2
295 Madhya_Pradesh,Sagar,Phase,2
296 Madhya_Pradesh,Satna,Phase,2
297 Madhya_Pradesh,Sehore,Phase,2
298 Madhya_Pradesh,Seoni,Phase,2
299 Madhya_Pradesh,Shahdol,Phase,2
300 Madhya_Pradesh,Shajapur,Phase,2
301 Madhya_Pradesh,Sheopur,Phase,2
302 Madhya_Pradesh,Shivpuri,Phase,2

303 Madhya_Pradesh,Sidhi,Phase,2
304 Madhya_Pradesh,Singrauli,Phase,2
305 Madhya_Pradesh,Tikamgarh,Phase,2
306 Madhya_Pradesh,Ujjain,Phase,2
307 Madhya_Pradesh,Umaria,Phase,2
308 Madhya_Pradesh,Vidisha,Phase,2
309 Maharashtra,Ahmadnagar,Phase,2
310 Maharashtra,Akola,Phase,2
311 Maharashtra,Aurangabad(MH),Phase,2
312 Maharashtra,Beed,Phase,2
313 Maharashtra,Bhandara,Phase,2
314 Maharashtra,Buldhana,Phase,2
315 Maharashtra,Chandrapur,Phase,2
316 Maharashtra,Dhule,Phase,2
317 Maharashtra,Gadchiroli,Phase,2
318 Maharashtra,Gondiya,Phase,2
319 Maharashtra,Hingoli,Phase,2
320 Maharashtra,Jalgaon,Phase,2
321 Maharashtra,Jalna,Phase,2
322 Maharashtra,Kolhapur,Phase,2
323 Maharashtra,Latur,Phase,2
324 Maharashtra,Mumbai,Phase,2
325 Maharashtra,Mumbai Suburban,Phase,2
326 Maharashtra,Nagpur,Phase,2
327 Maharashtra,Nanded,Phase,2
328 Maharashtra,Nandurbar,Phase,2
329 Maharashtra,Nashik,Phase,2
330 Maharashtra,Osmanabad,Phase,2
331 Maharashtra,Palghar,Phase,2
332 Maharashtra,Parbhani,Phase,2
333 Maharashtra,Pune,Phase,2
334 Maharashtra,Raigarh(MH),Phase,2
335 Maharashtra,Ratnagiri,Phase,2

336 Maharashtra,Sangli,Phase,2
337 Maharashtra,Satara,Phase,2
338 Maharashtra,Sindhudurg,Phase,2
339 Maharashtra,Solapur,Phase,2
340 Maharashtra,Thane,Phase,2
341 Maharashtra,Washim,Phase,2
342 Maharashtra,Yavatmal,Phase,2
343 Manipur,Bishnupur,Phase,2
344 Manipur,Chandel,Phase,2
345 Manipur,Churachandpur,Phase,2
346 Manipur,Imphal_East,Phase,2
347 Manipur,Imphal_West,Phase,2
348 Manipur,Senapati,Phase,2
349 Manipur,Tamenglong,Phase,2
350 Manipur,Thoubal,Phase,2
351 Manipur,Ukhrul,Phase,2
352 Meghalaya,East Jaintia Hills,Phase,2
353 Meghalaya,East_Garo_Hills,Phase,2
354 Meghalaya,East_Khasi_Hills,Phase,2
355 Meghalaya,North Garo Hills,Phase,2
356 Meghalaya,Ri_Bhoi,Phase,2
357 Meghalaya,South West garo Hills,Phase,2
358 Meghalaya,South West Khasi Hills,Phase,2
359 Meghalaya,South_Garo_Hills,Phase,2
360 Meghalaya,West Jaintia_Hills,Phase,2
361 Meghalaya,West_Garo_Hills,Phase,2
362 Meghalaya,West_Khasi_Hills,Phase,2
363 Mizoram,Aizawl,Phase,2
364 Mizoram,Champhai,Phase,2
365 Mizoram,Kolasib,Phase,2
366 Mizoram,Lawngtlai,Phase,2
367 Mizoram,Lunglei,Phase,2
368 Mizoram,Mammit,Phase,2

369 Mizoram,Saiha,Phase,2
370 Mizoram,Serchhip,Phase,2
371 Nagaland,Dimapur,Phase,2
372 Nagaland,Kiphire,Phase,2
373 Nagaland,Kohima,Phase,2
374 Nagaland,Longleng,Phase,2
375 Nagaland,Mokokchung,Phase,2
376 Nagaland,Mon,Phase,2
377 Nagaland,Peren,Phase,2
378 Nagaland,Phek,Phase,2
379 Nagaland,Tuensang,Phase,2
380 Nagaland,Wokha,Phase,2
381 Nagaland,Zunheboto,Phase,2
382 Odisha,Angul,Phase,2
383 Odisha,Balangir,Phase,2
384 Odisha,Baleswar,Phase,2
385 Odisha,Bargarh,Phase,2
386 Odisha,Bhadrak,Phase,2
387 Odisha,Boudh,Phase,2
388 Odisha,Cuttack,Phase,2
389 Odisha,Debagarh,Phase,2
390 Odisha,Dhenkanal,Phase,2
391 Odisha,Gajapati,Phase,2
392 Odisha,Ganjam,Phase,2
393 Odisha,Jagatsinghapur,Phase,2
394 Odisha,Jajapur,Phase,2
395 Odisha,Jharsuguda,Phase,2
396 Odisha,Kalahandi,Phase,2
397 Odisha,Kandhamal,Phase,2
398 Odisha,Kendrapara,Phase,2
399 Odisha,Kendujhar,Phase,2
400 Odisha,Khorda,Phase,2
401 Odisha,Koraput,Phase,2

402 Odisha,Malkangiri,Phase,2
403 Odisha,Mayurbhanj,Phase,2
404 Odisha,Nabarangapur,Phase,2
405 Odisha,Nayagarh,Phase,2
406 Odisha,Nuapada,Phase,2
407 Odisha,Puri,Phase,2
408 Odisha,Rayagada,Phase,2
409 Odisha,Sambalpur,Phase,2
410 Odisha,Sonapur,Phase,2
411 Odisha,Sundergarh,Phase,2
412 Puducherry,Karaikal,Phase,2
413 Puducherry,Mahe,Phase,2
414 Puducherry,Yanam,Phase,2
415 Punjab,Ajit Garh (SAS Nagar),Phase,2
416 Punjab,Amritsar,Phase,2
417 Punjab,Bathinda,Phase,2
418 Punjab,Fazilka,Phase,2
419 Punjab,Ferozepur,Phase,2
420 Punjab,Gurdaspur,Phase,2
421 Punjab,Hoshiarpur,Phase,2
422 Punjab,Kapurthala,Phase,2
423 Punjab,Mansa,Phase,2
424 Punjab,Moga,Phase,2
425 Punjab,Pathankot,Phase,2
426 Punjab,Patiala,Phase,2
427 Punjab,Rupnagar,Phase,2
428 Punjab,Sangrur,Phase,2
429 Punjab,Sri_Muktsar_Sahib,Phase,2
430 Punjab,Tarn_Taran,Phase,2
431 Rajasthan,Ajmer,Phase,2
432 Rajasthan,Alwar,Phase,2
433 Rajasthan,Banswara,Phase,2
434 Rajasthan,Baran,Phase,2

435 Rajasthan,Barmer,Phase,2
436 Rajasthan,Bharatpur,Phase,2
437 Rajasthan,Bhilwara,Phase,2
438 Rajasthan,Bikaner,Phase,2
439 Rajasthan,Bundi,Phase,2
440 Rajasthan,Chittorgarh,Phase,2
441 Rajasthan,Churu,Phase,2
442 Rajasthan,Dausa,Phase,2
443 Rajasthan,Dholpur,Phase,2
444 Rajasthan,Dungarpur,Phase,2
445 Rajasthan,Ganganagar,Phase,2
446 Rajasthan,Hanumangarh,Phase,2
447 Rajasthan,Jaipur,Phase,2
448 Rajasthan,Jaisalmer,Phase,2
449 Rajasthan,Jalor,Phase,2
450 Rajasthan,Jhalawar,Phase,2
451 Rajasthan,Jhunjhunun,Phase,2
452 Rajasthan,Jodhpur,Phase,2
453 Rajasthan,Karauli,Phase,2
454 Rajasthan,Kota,Phase,2
455 Rajasthan,Nagaur,Phase,2
456 Rajasthan,Pali,Phase,2
457 Rajasthan,Pratapgarh,Phase,2
458 Rajasthan,Rajsamand,Phase,2
459 Rajasthan,Sawai_Madhopur,Phase,2
460 Rajasthan,Sikar,Phase,2
461 Rajasthan,Sirohi,Phase,2
462 Rajasthan,Tonk,Phase,2
463 Rajasthan,Udaipur,Phase,2
464 Sikkim,East_Sikkim,Phase,2
465 Sikkim,North_Sikkim,Phase,2
466 Sikkim,South_Sikkim,Phase,2
467 Sikkim,West_Sikkim,Phase,2

468 Tamil_Nadu,Ariyalur,Phase,2
469 Tamil_Nadu,Chennai,Phase,2
470 Tamil_Nadu,Coimbatore,Phase,2
471 Tamil_Nadu,Cuddalore,Phase,2
472 Tamil_Nadu,Dharmapuri,Phase,2
473 Tamil_Nadu,Dindigul,Phase,2
474 Tamil_Nadu,Erode,Phase,2
475 Tamil_Nadu,Kancheepuram,Phase,2
476 Tamil_Nadu,Kanyakumari,Phase,2
477 Tamil_Nadu,Karur,Phase,2
478 Tamil_Nadu,Krishnagiri,Phase,2
479 Tamil_Nadu,Madurai,Phase,2
480 Tamil_Nadu,Nagapattinam,Phase,2
481 Tamil_Nadu,Namakkal,Phase,2
482 Tamil_Nadu,Nilgiris,Phase,2
483 Tamil_Nadu,Perambalur,Phase,2
484 Tamil_Nadu,Pudukkottai,Phase,2
485 Tamil_Nadu,Ramanathapuram,Phase,2
486 Tamil_Nadu,Salem,Phase,2
487 Tamil_Nadu,Sivaganga,Phase,2
488 Tamil_Nadu,Thanjavur,Phase,2
489 Tamil_Nadu,Theni,Phase,2
490 Tamil_Nadu,Thiruvarur,Phase,2
491 Tamil_Nadu,Thoothukkudi,Phase,2
492 Tamil_Nadu,Tiruchirappalli,Phase,2
493 Tamil_Nadu,Tirunelveli,Phase,2
494 Tamil_Nadu,Tirupur,Phase,2
495 Tamil_Nadu,Tiruvallur,Phase,2
496 Tamil_Nadu,Tiruvannamalai,Phase,2
497 Tamil_Nadu,Vellore,Phase,2
498 Tamil_Nadu,Villupuram,Phase,2
499 Tamil_Nadu,Virudhunagar,Phase,2
500 Telangana,Karimnagar,Phase,2

501 Telangana,Khammam,Phase,2
502 Telangana,Mahbubnagar,Phase,2
503 Telangana,Medak,Phase,2
504 Telangana,Nalgonda,Phase,2
505 Telangana,Nizamabad,Phase,2
506 Telangana,Warangal,Phase,2
507 Tripura,Dhalai,Phase,2
508 Tripura,Gomati,Phase,2
509 Tripura,Khowai,Phase,2
510 Tripura,North_Tripura,Phase,2
511 Tripura,Sepahijala,Phase,2
512 Tripura,South_Tripura,Phase,2
513 Tripura,Unakoti,Phase,2
514 Tripura,West_Tripura,Phase,2
515 Uttar_Pradesh,Agra,Phase,2
516 Uttar_Pradesh,Aligarh,Phase,2
517 Uttar_Pradesh,Allahabad,Phase,2
518 Uttar_Pradesh,Ambedkar_Nagar,Phase,2
519 Uttar_Pradesh,Amethi,Phase,2
520 Uttar_Pradesh,Amroha,Phase,2
521 Uttar_Pradesh,Auraiya,Phase,2
522 Uttar_Pradesh,Azamgarh,Phase,2
523 Uttar_Pradesh,Baghpat,Phase,2
524 Uttar_Pradesh,Bahraich,Phase,2
525 Uttar_Pradesh,Ballia,Phase,2
526 Uttar_Pradesh,Balrampur(UP),Phase,2
527 Uttar_Pradesh,Banda,Phase,2
528 Uttar_Pradesh,Bara_Banki,Phase,2
529 Uttar_Pradesh,Bareilly,Phase,2
530 Uttar_Pradesh,Basti,Phase,2
531 Uttar_Pradesh,Bijnor,Phase,2
532 Uttar_Pradesh,Budaun,Phase,2
533 Uttar_Pradesh,Bulandshahr,Phase,2

534 Uttar_Pradesh,Chandauli,Phase,2
535 Uttar_Pradesh,Chitrakoot,Phase,2
536 Uttar_Pradesh,Deoria,Phase,2
537 Uttar_Pradesh,Etah,Phase,2
538 Uttar_Pradesh,Etawah,Phase,2
539 Uttar_Pradesh,Faizabad,Phase,2
540 Uttar_Pradesh,Farrukhabad,Phase,2
541 Uttar_Pradesh,Fatehpur,Phase,2
542 Uttar_Pradesh,Firozabad,Phase,2
543 Uttar_Pradesh,Gautam_Buddha_Nagar,Phase,2
544 Uttar_Pradesh,Ghaziabad,Phase,2
545 Uttar_Pradesh,Ghazipur,Phase,2
546 Uttar_Pradesh,Gonda,Phase,2
547 Uttar_Pradesh,Gorakhpur,Phase,2
548 Uttar_Pradesh,Hamirpur(UP),Phase,2
549 Uttar_Pradesh,Hapur,Phase,2
550 Uttar_Pradesh,Hardoi,Phase,2
551 Uttar_Pradesh,Hathras,Phase,2
552 Uttar_Pradesh,Jalaun,Phase,2
553 Uttar_Pradesh,Jaunpur,Phase,2
554 Uttar_Pradesh,Jhansi,Phase,2
555 Uttar_Pradesh,Kannauj,Phase,2
556 Uttar_Pradesh,Kanpur_Dehat,Phase,2
557 Uttar_Pradesh,Kanpur_Nagar,Phase,2
558 Uttar_Pradesh,Kashiram Nagar,Phase,2
559 Uttar_Pradesh,Kaushambi,Phase,2
560 Uttar_Pradesh,Kushinagar,Phase,2
561 Uttar_Pradesh,Lakhimpur Kheri,Phase,2
562 Uttar_Pradesh,Lalitpur,Phase,2
563 Uttar_Pradesh,Lucknow,Phase,2
564 Uttar_Pradesh,Maharajganj,Phase,2
565 Uttar_Pradesh,Mahoba,Phase,2
566 Uttar_Pradesh,Mainpuri,Phase,2

567 Uttar_Pradesh,Mathura,Phase,2
568 Uttar_Pradesh,Mau,Phase,2
569 Uttar_Pradesh,Meerut,Phase,2
570 Uttar_Pradesh,Mirzapur,Phase,2
571 Uttar_Pradesh,Moradabad,Phase,2
572 Uttar_Pradesh,Muzaffarnagar,Phase,2
573 Uttar_Pradesh,Pilibhit,Phase,2
574 Uttar_Pradesh,Pratapgarh(UP),Phase,2
575 Uttar_Pradesh,Rae_Bareli,Phase,2
576 Uttar_Pradesh,Rampur,Phase,2
577 Uttar_Pradesh,Saharanpur,Phase,2
578 Uttar_Pradesh,Sambhal,Phase,2
579 Uttar_Pradesh,Sant_Kabir_Nagar,Phase,2
580 Uttar_Pradesh,Sant_Ravidas_Nagar,Phase,2
581 Uttar_Pradesh,Shahjahanpur,Phase,2
582 Uttar_Pradesh,Shamli,Phase,2
583 Uttar_Pradesh,Shrawasti,Phase,2
584 Uttar_Pradesh,Siddharthnagar,Phase,2
585 Uttar_Pradesh,Sitapur,Phase,2
586 Uttar_Pradesh,Sonbhadra,Phase,2
587 Uttar_Pradesh,Sultanpur,Phase,2
588 Uttar_Pradesh,Unnao,Phase,2
589 Uttar_Pradesh,Varanasi,Phase,2
590 Uttarakhand,Almora,Phase,2
591 Uttarakhand,Bageshwar,Phase,2
592 Uttarakhand,Chamoli,Phase,2
593 Uttarakhand,Champawat,Phase,2
594 Uttarakhand,Dehradun,Phase,2
595 Uttarakhand,Haridwar,Phase,2
596 Uttarakhand,Nainital,Phase,2
597 Uttarakhand,Pauri_Garhwal,Phase,2
598 Uttarakhand,Pithoragarh,Phase,2
599 Uttarakhand,Rudraprayag,Phase,2

600 Uttarakhand,Tehri_Garhwal,Phase,2
601 Uttarakhand,Udham_Singh_Nagar,Phase,2
602 Uttarakhand,Uttarkashi,Phase,2
603 West_Bengal,Alipurduar,Phase,2
604 West_Bengal,Bankura,Phase,2
605 West_Bengal,Barddhaman,Phase,2
606 West_Bengal,Birbhum,Phase,2
607 West_Bengal,Cooch_Behar,Phase,2
608 West_Bengal,Dakshin_Dinajpur,Phase,2
609 West_Bengal,Darjeeling,Phase,2
610 West_Bengal,Hooghly,Phase,2
611 West_Bengal,Howrah,Phase,2
612 West_Bengal,Jalpaiguri,Phase,2
613 West_Bengal,Kolkata,Phase,2
614 West_Bengal,Malda,Phase,2
615 West_Bengal,Murshidabad,Phase,2
616 West_Bengal,Nadia,Phase,2
617 West_Bengal,North_24_Parganas,Phase,2
618 West_Bengal,Paschim_Medinipur,Phase,2
619 West_Bengal,Purba_Medinipur,Phase,2
620 West_Bengal,Puruliya,Phase,2
621 West_Bengal,South_24_Parganas,Phase,2
622 West_Bengal,Uttar_Dinajpur,Phase,2
